id	retained_domains1	lost_domains1	retained_domains2	lost_domains2	retained_domain_names1	lost_domain_names1	retained_domain_names2	lost_domain_names2
30	IPR050449|IPR050540|IPR028118|IPR027640|IPR031994|IPR037608|-|IPR037869	IPR051484|IPR039919|IPR042637|IPR053089|IPR051696|-|IPR026136|IPR050989	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	Ephrin receptor tyrosine kinases|F-actin Monooxygenase Mical|Chibby family|Kinesin-like protein|Janus kinase and microtubule-interacting protein, C-terminal domain|Stromal interaction molecule|-|Spp1/CFP1	Tensin Phosphatase|Rho guanine nucleotide exchange factor 10/17|Ankyrin repeat domain-containing protein AN34A/B/C|Rho guanine nucleotide exchange factor 18|DENN Domain-Containing GEFs|-|RIPOR family member 3|Rap1/Ran GTPase-activating	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
31	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
32	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
33	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR048452|IPR000354|IPR009443|IPR000684|IPR026086|IPR049367|IPR048893|-	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	Mastermind-like protein 2, transcriptional activation domain|Involucrin repeat|Nuclear pore complex interacting protein|RNA polymerase II, heptapeptide repeat, eukaryotic|Proline-rich protein|Testis-expressed protein 13C/D, MVPLGDSxSHS repeat|Nuclear pore complex-interacting protein B13-like, MII repeat|-	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
34	IPR050494|-|IPR033489|IPR052793|IPR045168|IPR052225|IPR052790|IPR051226	IPR051627|IPR052452|IPR051234|-|IPR050494|IPR038876|IPR050839|IPR000719	IPR048452|IPR000354|IPR009443|IPR000684|IPR026086|IPR049367|IPR048893|-	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	Serine/threonine and dual-specificity kinase|-|E3 ubiquitin-protein ligase RBBP6 family|Exon junction complex-associated protein|YTH domain containing protein|Serine/arginine repetitive matrix|YEATS domain-containing|Protein Phosphatase 1 Regulatory Subunit	SLIT-ROBO Rho GTPase-activating|Ankyrin repeat and MYND domain-containing protein 2|TAO Serine/Threonine-Protein Kinase|-|Serine/threonine and dual-specificity kinase|Ecto-NOX disulfide-thiol exchanger|Rho-associated Serine/Threonine Kinase|Protein kinase domain	Mastermind-like protein 2, transcriptional activation domain|Involucrin repeat|Nuclear pore complex interacting protein|RNA polymerase II, heptapeptide repeat, eukaryotic|Proline-rich protein|Testis-expressed protein 13C/D, MVPLGDSxSHS repeat|Nuclear pore complex-interacting protein B13-like, MII repeat|-	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
35	IPR052213|IPR028842|IPR050989|-|IPR051569|IPR043537|IPR045322|IPR039032	IPR052213|-|IPR029978|IPR043446|IPR051569|IPR028842|IPR050614|IPR051971	IPR048452|IPR000354|IPR009443|IPR000684|IPR026086|IPR049367|IPR048893|-	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	Partitioning defective 3 homolog|Afadin|Rap1/Ran GTPase-activating|-|SH3 and multiple ankyrin repeat domains protein|Tiam1/Tiam2/Protein still life|E3 ubiquitin-protein ligase HECTD1/TRIP12-like|Rim-like	Partitioning defective 3 homolog|-|LIM domain only protein 7|Neurabin-like family|SH3 and multiple ankyrin repeat domains protein|Afadin|Synaptic Scaffolding LAP/MAGUK Families|E3 ubiquitin-protein ligase PDZ domain-containing protein	Mastermind-like protein 2, transcriptional activation domain|Involucrin repeat|Nuclear pore complex interacting protein|RNA polymerase II, heptapeptide repeat, eukaryotic|Proline-rich protein|Testis-expressed protein 13C/D, MVPLGDSxSHS repeat|Nuclear pore complex-interacting protein B13-like, MII repeat|-	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
36	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR048452|IPR000354|IPR009443|IPR000684|IPR026086|IPR049367|IPR048893|-	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	Mastermind-like protein 2, transcriptional activation domain|Involucrin repeat|Nuclear pore complex interacting protein|RNA polymerase II, heptapeptide repeat, eukaryotic|Proline-rich protein|Testis-expressed protein 13C/D, MVPLGDSxSHS repeat|Nuclear pore complex-interacting protein B13-like, MII repeat|-	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
37	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR048452|IPR000354|IPR009443|IPR000684|IPR026086|IPR049367|IPR048893|-	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	Mastermind-like protein 2, transcriptional activation domain|Involucrin repeat|Nuclear pore complex interacting protein|RNA polymerase II, heptapeptide repeat, eukaryotic|Proline-rich protein|Testis-expressed protein 13C/D, MVPLGDSxSHS repeat|Nuclear pore complex-interacting protein B13-like, MII repeat|-	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
38	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR048452|IPR000354|IPR009443|IPR000684|IPR026086|IPR049367|IPR048893|-	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	Mastermind-like protein 2, transcriptional activation domain|Involucrin repeat|Nuclear pore complex interacting protein|RNA polymerase II, heptapeptide repeat, eukaryotic|Proline-rich protein|Testis-expressed protein 13C/D, MVPLGDSxSHS repeat|Nuclear pore complex-interacting protein B13-like, MII repeat|-	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
39	IPR047171|IPR047174|IPR051493|IPR050390|IPR045318|IPR026058|IPR045199|IPR052466	-|IPR038028|IPR042294|IPR051356|IPR005033|IPR052466|IPR052406|IPR043451	IPR053082|IPR040159|IPR057259|IPR006794|IPR000196|-|IPR010580|IPR015939	-|IPR055142|IPR026739|IPR028435|IPR004908|IPR002553|IPR040122|IPR040144	Bromodomain adjacent to zinc finger domain protein 1A|Tyrosine-protein kinase BAZ1B|Chromodomain-helicase-DNA-binding|DNA Cytosine-5 Methyltransferase|Histone-lysine N-methyltransferase EZH1/2-like|LIPIN family|ATPase family AAA domain-containing protein ATAD2-like|DNA Methylation Protection Complex	-|Nucleosome-remodeling factor subunit BPTF|Histone-lysine N-methyltransferase SETD2, animal|SOX/SOX-like transcription factors|YEATS|DNA Methylation Protection Complex|Chromatin Remodeling Complex Component|Myocardin-like	Nuclear GTPase SLIP-GC|Suppressor of hairless-like|Ribosomal protein L19e, N-terminal domain|Transcriptional activator, Zfx/Zfy domain|Large ribosomal subunit protein eL19 domain|-|Stress-associated endoplasmic reticulum protein|Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal	-|Protein zer-1 homolog-like, C-terminal domain|AP complex subunit beta|Plakophilin/Delta catenin|ATPase, V1 complex, subunit H|Clathrin/coatomer adaptor, adaptin-like, N-terminal|Importin beta family|Rap1 GTPase-GDP dissociation stimulator 1
40	IPR015925|IPR051869|IPR038752|IPR045036|IPR051066|IPR033227|IPR026209|IPR043566	IPR051838|-|IPR037692|IPR042834|IPR043458|IPR033351|IPR042986|IPR052583	IPR048452|IPR000354|IPR009443|IPR000684|IPR026086|IPR049367|IPR048893|-	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	Ryanodine/Inositol 1,4,5-trisphosphate receptor|StAR-related Lipid Transfer (STARD3)|IQ domain-containing protein H|Spartin-like|Transcriptional Regulator and Corepressor|Calcium-dependent secretion activator|Wolframin family|Rabphilin/Doc2/Noc2	Intracellular mono-ADP-ribosyltransferase ARTD/PARP|-|Centrosomal protein of 70kDa|Armadillo repeat-containing protein 12|G-protein coupled receptor 158/179|Centrosomal protein POC5|Pleckstrin homology domain-containing family S member 1|ATP-dependent Helicase/E3 Ubiquitin Ligase	Mastermind-like protein 2, transcriptional activation domain|Involucrin repeat|Nuclear pore complex interacting protein|RNA polymerase II, heptapeptide repeat, eukaryotic|Proline-rich protein|Testis-expressed protein 13C/D, MVPLGDSxSHS repeat|Nuclear pore complex-interacting protein B13-like, MII repeat|-	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
41	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR048452|IPR000354|IPR009443|IPR000684|IPR026086|IPR049367|IPR048893|-	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	Mastermind-like protein 2, transcriptional activation domain|Involucrin repeat|Nuclear pore complex interacting protein|RNA polymerase II, heptapeptide repeat, eukaryotic|Proline-rich protein|Testis-expressed protein 13C/D, MVPLGDSxSHS repeat|Nuclear pore complex-interacting protein B13-like, MII repeat|-	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
42	IPR050615|IPR006615|IPR014836|IPR055400|IPR052252|IPR001346|IPR040552|IPR032569	-|IPR010347|IPR050548|IPR050390|IPR050540|IPR045109|IPR000648|IPR051101	IPR048452|IPR000354|IPR009443|IPR000684|IPR026086|IPR049367|IPR048893|-	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	ATP-dependent DNA Helicase|Peptidase C19, ubiquitin-specific peptidase, DUSP domain|Integrin beta subunit, cytoplasmic domain|CEMIP, domain X|Cell surface hyaluronidase CEMIP/CEMIP2|Interferon regulatory factor, DNA-binding domain|DNMT3, cysteine rich ADD domain, GATA1-like zinc finger|Nucleophosmin, C-terminal	-|Tyrosyl-DNA phosphodiesterase I|Polycomb group and chromatin remodeling factors|DNA Cytosine-5 Methyltransferase|F-actin Monooxygenase Mical|Lysine-specific demethylase LSDs-like|Oxysterol-binding protein|ZC3H12/N4BP1 Ribonuclease and Regulator	Mastermind-like protein 2, transcriptional activation domain|Involucrin repeat|Nuclear pore complex interacting protein|RNA polymerase II, heptapeptide repeat, eukaryotic|Proline-rich protein|Testis-expressed protein 13C/D, MVPLGDSxSHS repeat|Nuclear pore complex-interacting protein B13-like, MII repeat|-	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
43	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR048452|IPR000354|IPR009443|IPR000684|IPR026086|IPR049367|IPR048893|-	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	Mastermind-like protein 2, transcriptional activation domain|Involucrin repeat|Nuclear pore complex interacting protein|RNA polymerase II, heptapeptide repeat, eukaryotic|Proline-rich protein|Testis-expressed protein 13C/D, MVPLGDSxSHS repeat|Nuclear pore complex-interacting protein B13-like, MII repeat|-	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
44	IPR000225|IPR000408|IPR014837|-|IPR005615|IPR006594|IPR041611|IPR002110	IPR012510|IPR018487|IPR037626|IPR013087|IPR024131|IPR007886|IPR006626|IPR055107	IPR002110|-|IPR001680|IPR010736|IPR003893|IPR002579|IPR012510|IPR050668	IPR050169|IPR004918|IPR003574|IPR040126|IPR012476|IPR042621|IPR057347|IPR022082	Armadillo|Regulator of chromosome condensation, RCC1|EF-hand, Ca insensitive|-|Glutathione synthase|LIS1 homology motif|SKICH domain|Ankyrin repeat	Actin-binding, Xin repeat|Hemopexin-like repeats|Nucleoporin Nup37|Zinc finger C2H2-type|Uncharacterised protein family UPF0489|Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal|Parallel beta-helix repeat|Mediator of RNA polymerase II transcription subunit 14, RM8	Ankyrin repeat|-|WD40 repeat|Sperm-tail PG-rich repeat|Iroquois-class homeodomain protein|Peptide methionine sulphoxide reductase MrsB domain|Actin-binding, Xin repeat|Cytochrome b5	Krueppel C2H2-type zinc-finger|Cdc37|Interleukin-6-like|Storkhead-box protein 1/2|mRNA export factor GLE1-like|Tetratricopeptide repeat protein TTC23/TTC23L|TANGO6, N-terminal domain|Noelin domain
45	IPR007311|IPR016720|IPR025958|-|IPR007143|IPR006769|IPR015925|IPR026791	IPR019130|IPR019395|IPR013585|IPR019176|IPR055310|IPR039662|IPR013874|IPR021861	IPR048452|IPR000354|IPR009443|IPR000684|IPR026086|IPR049367|IPR048893|-	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	ST7|Phosphatidate cytidylyltransferase, eukaryota|SID1 transmembrane family|-|Vacuolar protein sorting-associated Vps28|Calcium uniporter protein, C-terminal|Ryanodine/Inositol 1,4,5-trisphosphate receptor|Dedicator of cytokinesis	Macoilin|Transmembrane protein 161A/B|Protocadherin|Cytochrome B561-related|Centrosomal protein of 112 kDa|Cohesin subunit Scc3/SA|Cdc37, Hsp90 binding|THO complex, subunit THOC1	Mastermind-like protein 2, transcriptional activation domain|Involucrin repeat|Nuclear pore complex interacting protein|RNA polymerase II, heptapeptide repeat, eukaryotic|Proline-rich protein|Testis-expressed protein 13C/D, MVPLGDSxSHS repeat|Nuclear pore complex-interacting protein B13-like, MII repeat|-	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
46	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR048452|IPR000354|IPR009443|IPR000684|IPR026086|IPR049367|IPR048893|-	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	Mastermind-like protein 2, transcriptional activation domain|Involucrin repeat|Nuclear pore complex interacting protein|RNA polymerase II, heptapeptide repeat, eukaryotic|Proline-rich protein|Testis-expressed protein 13C/D, MVPLGDSxSHS repeat|Nuclear pore complex-interacting protein B13-like, MII repeat|-	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
47	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR048452|IPR000354|IPR009443|IPR000684|IPR026086|IPR049367|IPR048893|-	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	Mastermind-like protein 2, transcriptional activation domain|Involucrin repeat|Nuclear pore complex interacting protein|RNA polymerase II, heptapeptide repeat, eukaryotic|Proline-rich protein|Testis-expressed protein 13C/D, MVPLGDSxSHS repeat|Nuclear pore complex-interacting protein B13-like, MII repeat|-	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
48	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR048452|IPR000354|IPR009443|IPR000684|IPR026086|IPR049367|IPR048893|-	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	Mastermind-like protein 2, transcriptional activation domain|Involucrin repeat|Nuclear pore complex interacting protein|RNA polymerase II, heptapeptide repeat, eukaryotic|Proline-rich protein|Testis-expressed protein 13C/D, MVPLGDSxSHS repeat|Nuclear pore complex-interacting protein B13-like, MII repeat|-	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
