id	retained_domains1	lost_domains1	retained_domains2	lost_domains2	retained_domain_names1	lost_domain_names1	retained_domain_names2	lost_domain_names2
30	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR000354|IPR009443|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Involucrin repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
31	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR000354|IPR009443|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Involucrin repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
32	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR000354|IPR009443|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Involucrin repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
33	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
34	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR026555|IPR001192|IPR051064|IPR050716|IPR022684|-|IPR000980|IPR020422	IPR051583|-|IPR021887|IPR039032|IPR051700|IPR051356|IPR043359|IPR050917	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	KAT8 regulatory NSL complex subunit 3/Testis-expressed sequence 30 protein|Phosphoinositide phospholipase C family|SEC14-like and CRAL-TRIO domain-containing protein|Membrane-associated guanylate kinase|Peptidase C2, calpain family|-|SH2 domain|Dual specificity protein phosphatase domain	Yes-associated protein 1|-|Disabled homolog 2-interacting protein, C-terminal domain|Rim-like|STE20 Ser/Thr Protein Kinase|SOX/SOX-like transcription factors|C2H2-type zinc-finger protein GLI-like|SOX Transcription Factors
35	IPR001909|IPR053084|IPR000749|IPR007084|IPR007695|IPR050169|IPR009582|IPR022413	IPR004908|IPR000225|IPR001680|IPR013087|IPR013721|-|IPR012990|IPR050911	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	Krueppel-associated box|A-kinase anchor protein|ATP:guanido phosphotransferase|BRICHOS domain|DNA mismatch repair protein MutS-like, N-terminal|Krueppel C2H2-type zinc-finger|Signal peptidase complex subunit 2|ATP:guanido phosphotransferase, N-terminal	ATPase, V1 complex, subunit H|Armadillo|WD40 repeat|Zinc finger C2H2-type|STAG|-|Sec23/Sec24 beta-sandwich|DRAM/TMEM150 Autophagy Modulator	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
36	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
37	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
38	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
39	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
40	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
41	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
42	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
43	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
44	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
45	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
46	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
47	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
48	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
